C314 10 3.8426 0.1587 1.0079 0.01 0.9412 0.0533 0.0 0.0 0.0 0.0 -0.073 0.0375 -0.0335 0.045 0.0 0.0 0.0 0.0 0.1359 0.068 0.0 0.0 0.2583 0.0435 0.0 0.0 0.0 0.0 -0.118 0.0389 0.0 0.0 0.0 0.0 0.0 0.0 0.0689 0.0147 0.0 0.0 0.0 0.0 -0.03 0.0265 0.0 0.0 0.0 0.0 0.0 0.0 0.0064 0.0074 0.0 0.0 
C315 38 3.9566 0.0835 1.0065 0.0057 0.9119 0.0503 0.0219 0.0263 -0.0555 0.0344 0.0 0.0 -0.0953 0.0508 0.0 0.0 0.0 0.0 0.0324 0.0192 -0.0733 0.0375 0.0 0.0 0.0151 0.0114 -0.0165 0.0126 0.0 0.0 0.0 0.0 -0.2123 0.0627 0.0185 0.0162 0.0127 0.01 0.0 0.0 0.0 0.0 -0.019 0.0118 -0.0095 0.0096 0.0 0.0 0.0 0.0 -0.0278 0.0219 -0.0082 0.0153 
C316 8 3.9635 0.1211 1.0023 0.0064 0.9011 0.0367 -0.0958 0.024 0.0727 0.0338 0.0 0.0 -0.1185 0.0212 0.0 0.0 0.0 0.0 -0.1152 0.011 -0.0673 0.0257 0.0 0.0 -0.0345 0.0041 0.054 0.0051 0.0 0.0 0.0 0.0 0.2715 0.0471 0.032 0.0169 0.0169 0.0068 0.0 0.0 0.0 0.0 -0.005 0.0055 -0.0311 0.0053 0.0 0.0 0.0 0.0 0.0081 0.0147 -0.007 0.0187 
C317 14 4.1058 0.0497 0.9972 0.0043 0.8521 0.0135 0.0198 0.0625 0.0246 0.0399 0.0 0.0 -0.2434 0.0334 0.0 0.0 0.0 0.0 -0.0185 0.0566 -0.024 0.0349 0.0 0.0 0.0178 0.0216 -0.0004 0.011 0.0 0.0 0.0 0.0 0.3865 0.0266 0.0062 0.0299 0.0585 0.0071 0.0 0.0 0.0 0.0 0.0155 0.0157 0.0038 0.0098 0.0 0.0 0.0 0.0 -0.0242 0.021 -0.0069 0.0211 
C318 38 4.0421 0.084 1.0001 0.0057 0.8834 0.0467 0.0184 0.0164 -0.0155 0.0319 0.0 0.0 -0.1918 0.0574 0.0 0.0 0.0 0.0 0.0036 0.0198 0.0285 0.0295 0.0 0.0 0.0118 0.0082 -0.0235 0.0121 0.0 0.0 0.0 0.0 0.3242 0.0653 0.0025 0.0194 0.0327 0.0104 0.0 0.0 0.0 0.0 0.0094 0.0061 0.0125 0.0086 0.0 0.0 0.0 0.0 -0.013 0.0083 0.0247 0.0148 
C319 48 4.1201 0.0789 0.9973 0.0061 0.8652 0.0312 0.0193 0.0601 0.0077 0.0407 0.0 0.0 -0.2115 0.0616 0.0 0.0 0.0 0.0 0.0085 0.0584 -0.0082 0.0358 0.0 0.0 0.0058 0.0307 0.017 0.0215 0.0 0.0 0.0 0.0 0.3508 0.0628 -0.0277 0.0482 0.0386 0.0139 0.0 0.0 0.0 0.0 -0.0074 0.0108 -0.0067 0.0182 0.0 0.0 0.0 0.0 0.0428 0.0169 0.004 0.016 
C320 41 4.0441 0.1203 1.0014 0.0073 0.8834 0.041 0.0 0.0 0.0 0.0 0.0317 0.0697 0.1069 0.0797 0.0 0.0 0.0 0.0 0.1352 0.0551 0.0 0.0 0.2775 0.0416 0.0 0.0 0.0 0.0 -0.2097 0.0528 0.0 0.0 0.0 0.0 0.0 0.0 0.0503 0.0245 0.0 0.0 0.0 0.0 -0.0102 0.0239 0.0 0.0 0.0 0.0 0.0 0.0 0.0214 0.0105 0.0 0.0 
C321 29 4.0961 0.0636 0.9931 0.0057 0.8591 0.0285 -0.0446 0.0413 0.0093 0.0125 0.0 0.0 -0.3061 0.0225 0.0 0.0 0.0 0.0 0.0676 0.0255 0.0177 0.0181 0.0 0.0 0.0032 0.0071 0.002 0.0086 0.0 0.0 0.0 0.0 -0.3844 0.0335 -0.0116 0.0317 0.0545 0.0115 0.0 0.0 0.0 0.0 -0.0194 0.0098 -0.0027 0.0099 0.0 0.0 0.0 0.0 -0.0232 0.0218 0.0014 0.0236 
C322 46 4.121 0.0509 1.0016 0.004 0.846 0.0377 0.0437 0.086 -0.0235 0.0763 0.0 0.0 -0.2068 0.0418 0.0 0.0 0.0 0.0 0.0351 0.0765 -0.0315 0.0738 0.0 0.0 -0.01 0.0287 0.0186 0.0112 0.0 0.0 0.0 0.0 -0.3739 0.0679 -0.0122 0.0358 0.0536 0.0144 0.0 0.0 0.0 0.0 -0.0125 0.0167 0.0134 0.0154 0.0 0.0 0.0 0.0 -0.0445 0.0439 0.0215 0.0327 
C323 128 3.9948 0.0514 1.0036 0.0038 0.8678 0.0239 0.0959 0.0249 0.0057 0.0137 0.0 0.0 -0.1423 0.0295 0.0 0.0 0.0 0.0 -0.1009 0.0239 0.0046 0.0093 0.0 0.0 0.0074 0.0066 0.0011 0.0061 0.0 0.0 0.0 0.0 -0.2697 0.0404 -0.0024 0.0117 0.0187 0.0086 0.0 0.0 0.0 0.0 -0.0121 0.0108 0.0037 0.0106 0.0 0.0 0.0 0.0 -0.0067 0.0108 0.0001 0.0093 
C326 11 4.1133 0.0582 0.994 0.0042 0.8681 0.0449 0.0413 0.0239 0.0174 0.0185 0.0 0.0 -0.2497 0.0846 0.0 0.0 0.0 0.0 -0.0091 0.0125 0.0126 0.0175 0.0 0.0 0.0079 0.0074 0.0042 0.0092 0.0 0.0 0.0 0.0 -0.3676 0.1228 -0.0078 0.0211 0.0504 0.0188 0.0 0.0 0.0 0.0 0.0066 0.0075 -0.0022 0.0065 0.0 0.0 0.0 0.0 -0.0063 0.0139 0.0031 0.0137 
C327 18 4.0217 0.0544 1.0067 0.0054 0.8851 0.0455 0.0638 0.0326 -0.0781 0.0472 0.0 0.0 -0.1378 0.0541 0.0 0.0 0.0 0.0 0.0388 0.0225 -0.0895 0.0462 0.0 0.0 0.0091 0.0073 0.0053 0.0086 0.0 0.0 0.0 0.0 -0.2748 0.1039 0.0131 0.0171 0.0431 0.0185 0.0 0.0 0.0 0.0 -0.0233 0.0107 0.015 0.011 0.0 0.0 0.0 0.0 -0.0286 0.0248 0.0165 0.0171 
C328 17 4.0827 0.055 0.9944 0.0045 0.8714 0.0496 -0.0823 0.0338 -0.0554 0.027 0.0 0.0 -0.254 0.0965 0.0 0.0 0.0 0.0 0.1333 0.0512 -0.0724 0.0298 0.0 0.0 -0.0005 0.0064 -0.0071 0.006 0.0 0.0 0.0 0.0 -0.3561 0.136 0.0263 0.0235 0.0575 0.0243 0.0 0.0 0.0 0.0 -0.0245 0.013 -0.004 0.0112 0.0 0.0 0.0 0.0 -0.0851 0.0343 -0.0347 0.0161 
C329 16 4.0177 0.1002 1.0013 0.0074 0.8914 0.0372 0.1033 0.0348 0.0499 0.0312 0.0 0.0 -0.1672 0.0641 0.0 0.0 0.0 0.0 -0.059 0.0239 0.0324 0.0329 0.0 0.0 0.0359 0.0154 0.0299 0.0201 0.0 0.0 0.0 0.0 -0.3041 0.0868 -0.0431 0.0361 0.0247 0.0132 0.0 0.0 0.0 0.0 -0.0125 0.0093 0.0161 0.0111 0.0 0.0 0.0 0.0 0.0416 0.0173 0.0267 0.0288 
C330 2001 3.9118 0.1599 1.0029 0.0775 0.9087 0.0401 0.0551 0.0283 0.0088 0.0143 0.0 0.0 -0.1772 0.0339 0.0 0.0 0.0 0.0 -0.0281 0.0144 0.0081 0.01 0.0 0.0 0.0293 0.0073 0.004 0.0074 0.0 0.0 0.0 0.0 -0.2578 0.0484 -0.0019 0.0127 0.0196 0.0059 0.0 0.0 0.0 0.0 -0.0192 0.0064 0.0019 0.0058 0.0 0.0 0.0 0.0 0.0048 0.0092 0.0012 0.0072 
C331 158 3.908 0.0785 1.0045 0.0042 0.9075 0.0295 0.0633 0.0251 0.0229 0.0235 0.0 0.0 -0.1493 0.0411 0.0 0.0 0.0 0.0 -0.0042 0.0104 0.0153 0.0237 0.0 0.0 0.0235 0.0084 0.017 0.0159 0.0 0.0 0.0 0.0 -0.247 0.0495 -0.0087 0.0151 0.0226 0.0094 0.0 0.0 0.0 0.0 -0.0196 0.0086 0.0039 0.0121 0.0 0.0 0.0 0.0 -0.0078 0.0167 0.0003 0.0097 
C332 951 4.0306 0.0826 0.9994 0.0055 0.8892 0.0302 0.0482 0.0261 0.0067 0.0177 0.0 0.0 -0.1745 0.0475 0.0 0.0 0.0 0.0 -0.0344 0.0227 0.0068 0.0143 0.0 0.0 0.0247 0.0112 0.0039 0.0106 0.0 0.0 0.0 0.0 -0.2819 0.0572 -0.0019 0.0167 0.0176 0.0091 0.0 0.0 0.0 0.0 -0.0132 0.0104 0.0021 0.0086 0.0 0.0 0.0 0.0 -0.0061 0.0143 0.0003 0.013 
C333 89 3.9771 0.1113 1.0029 0.0071 0.9062 0.038 0.0239 0.0365 0.024 0.0252 0.0 0.0 -0.1379 0.0576 0.0 0.0 0.0 0.0 0.0131 0.0265 0.0196 0.0281 0.0 0.0 0.0106 0.0262 0.0195 0.0164 0.0 0.0 0.0 0.0 -0.2497 0.0517 -0.0074 0.027 0.0171 0.0082 0.0 0.0 0.0 0.0 -0.0044 0.0166 0.009 0.0124 0.0 0.0 0.0 0.0 -0.016 0.0144 0.0003 0.0159 
C334 64 3.8154 0.4885 0.9953 0.1265 0.8937 0.1177 0.1381 0.0445 0.0091 0.014 0.0 0.0 -0.0919 0.0384 0.0 0.0 0.0 0.0 -0.1342 0.0423 0.0076 0.011 0.0 0.0 0.0221 0.0078 0.0057 0.007 0.0 0.0 0.0 0.0 -0.2449 0.0581 0.0021 0.0141 0.014 0.0089 0.0 0.0 0.0 0.0 -0.0273 0.0138 0.0031 0.0062 0.0 0.0 0.0 0.0 -0.0151 0.02 -0.0004 0.0066 
C335 84 4.0236 0.4484 0.9866 0.109 0.8593 0.0982 0.0776 0.0438 -0.0018 0.0287 0.0 0.0 -0.1777 0.0458 0.0 0.0 0.0 0.0 -0.0722 0.0451 -0.0018 0.0264 0.0 0.0 0.0421 0.0175 -0.0007 0.0105 0.0 0.0 0.0 0.0 -0.3361 0.0617 -0.0014 0.0194 0.0278 0.0101 0.0 0.0 0.0 0.0 -0.0243 0.0145 -0.0015 0.0095 0.0 0.0 0.0 0.0 0.0259 0.0236 0.0004 0.0184 
C338 148 4.083 0.0585 0.998 0.0045 0.8729 0.0199 0.0821 0.0253 0.0055 0.0206 0.0 0.0 -0.1847 0.0472 0.0 0.0 0.0 0.0 -0.0763 0.0306 0.0035 0.0189 0.0 0.0 0.0426 0.0141 0.0013 0.01 0.0 0.0 0.0 0.0 -0.3393 0.0407 -0.005 0.0206 0.0265 0.0081 0.0 0.0 0.0 0.0 -0.0195 0.0126 -0.0006 0.0089 0.0 0.0 0.0 0.0 0.0325 0.0178 0.0012 0.016 
C340 26 3.9358 0.0563 1.0035 0.0038 0.9173 0.0191 0.1716 0.0202 0.0067 0.0096 0.0 0.0 -0.063 0.0235 0.0 0.0 0.0 0.0 -0.1734 0.0138 0.0054 0.0103 0.0 0.0 0.031 0.0036 0.0018 0.0041 0.0 0.0 0.0 0.0 -0.2491 0.0157 -0.0011 0.0129 0.0069 0.0076 0.0 0.0 0.0 0.0 -0.0202 0.0064 0.0063 0.0077 0.0 0.0 0.0 0.0 0.0128 0.0067 0.0029 0.0121 
C341 213 4.0116 0.2825 0.9939 0.0686 0.8749 0.0662 0.1109 0.0291 0.0129 0.0196 0.0 0.0 -0.1748 0.0453 0.0 0.0 0.0 0.0 -0.1072 0.0307 0.0048 0.0193 0.0 0.0 0.0453 0.0114 0.0074 0.0115 0.0 0.0 0.0 0.0 -0.332 0.0671 -0.0121 0.0226 0.0243 0.01 0.0 0.0 0.0 0.0 -0.0192 0.0103 0.0048 0.0101 0.0 0.0 0.0 0.0 0.0462 0.0208 0.0122 0.0217 
C344 11 3.9802 0.0564 0.9997 0.002 0.9067 0.0359 0.1495 0.0513 0.0037 0.0079 0.0 0.0 -0.1246 0.0443 0.0 0.0 0.0 0.0 -0.1609 0.0547 0.0028 0.0061 0.0 0.0 0.0477 0.0166 -0.0 0.0046 0.0 0.0 0.0 0.0 -0.2826 0.0963 0.0018 0.005 0.0117 0.0109 0.0 0.0 0.0 0.0 -0.0155 0.008 0.0007 0.0041 0.0 0.0 0.0 0.0 0.0043 0.0105 0.0012 0.0189 
C345 21 3.9681 0.0392 1.0055 0.0028 0.8919 0.025 0.0445 0.0266 0.001 0.0089 0.0 0.0 -0.1656 0.0178 0.0 0.0 0.0 0.0 -0.0453 0.0142 0.0047 0.0077 0.0 0.0 0.0029 0.0044 0.0036 0.0084 0.0 0.0 0.0 0.0 -0.2481 0.0211 -0.0015 0.0089 0.0107 0.005 0.0 0.0 0.0 0.0 -0.0054 0.0059 0.0019 0.0056 0.0 0.0 0.0 0.0 -0.0103 0.0049 0.001 0.0069 
C346 50 4.0283 0.199 1.0 0.0101 0.8856 0.0772 0.1068 0.0489 0.0078 0.014 0.0 0.0 -0.1324 0.0565 0.0 0.0 0.0 0.0 -0.1254 0.0326 0.0074 0.0118 0.0 0.0 0.0314 0.011 0.004 0.0094 0.0 0.0 0.0 0.0 -0.2969 0.0656 -0.0027 0.0116 0.0159 0.0217 0.0 0.0 0.0 0.0 -0.0115 0.012 0.0025 0.0064 0.0 0.0 0.0 0.0 0.0159 0.0131 -0.0003 0.0104 
C350 153 3.9837 0.0488 1.0033 0.0038 0.8869 0.0178 0.0655 0.0165 -0.0069 0.0208 0.0 0.0 -0.2151 0.0284 0.0 0.0 0.0 0.0 -0.0187 0.0125 -0.0028 0.0164 0.0 0.0 0.0185 0.0045 -0.0167 0.0111 0.0 0.0 0.0 0.0 -0.3285 0.0336 -0.0134 0.0173 0.0406 0.0085 0.0 0.0 0.0 0.0 -0.0124 0.0059 -0.0196 0.0066 0.0 0.0 0.0 0.0 -0.0059 0.0099 -0.0229 0.0079 
C351 37 4.0187 0.0444 1.003 0.0023 0.8801 0.0322 0.0853 0.0249 -0.0122 0.029 0.0 0.0 -0.1585 0.0423 0.0 0.0 0.0 0.0 0.0076 0.0086 -0.0104 0.0238 0.0 0.0 0.0043 0.0062 -0.0155 0.0155 0.0 0.0 0.0 0.0 -0.3062 0.0762 0.0164 0.0199 0.0459 0.0138 0.0 0.0 0.0 0.0 -0.0251 0.0091 -0.0176 0.0082 0.0 0.0 0.0 0.0 -0.0415 0.0135 -0.024 0.0131 
C352 77 3.9287 0.1018 1.0057 0.0052 0.898 0.0175 0.0254 0.0279 -0.0846 0.0126 0.0 0.0 -0.2129 0.0338 0.0 0.0 0.0 0.0 0.0058 0.0172 -0.0819 0.0137 0.0 0.0 0.0167 0.0057 -0.0405 0.011 0.0 0.0 0.0 0.0 -0.2929 0.0246 0.0228 0.0219 0.0384 0.0082 0.0 0.0 0.0 0.0 -0.0139 0.0067 -0.022 0.0066 0.0 0.0 0.0 0.0 -0.0046 0.0111 -0.0276 0.018 
C353 92 3.9056 0.059 1.0085 0.0044 0.9099 0.0162 0.039 0.0213 -0.0755 0.0153 0.0 0.0 -0.1241 0.0265 0.0 0.0 0.0 0.0 0.0269 0.0199 -0.0818 0.016 0.0 0.0 0.0063 0.0185 -0.0366 0.0078 0.0 0.0 0.0 0.0 -0.2596 0.0239 0.024 0.0153 0.0377 0.0088 0.0 0.0 0.0 0.0 -0.0186 0.0074 -0.0214 0.0065 0.0 0.0 0.0 0.0 -0.0212 0.0113 -0.0206 0.0101 
C354 91 4.0867 0.0694 0.9979 0.0047 0.8679 0.0205 0.05 0.0218 -0.0068 0.0269 0.0 0.0 -0.2239 0.0405 0.0 0.0 0.0 0.0 -0.0201 0.0196 -0.0059 0.021 0.0 0.0 0.0151 0.007 -0.0185 0.0119 0.0 0.0 0.0 0.0 -0.3508 0.0445 -0.0006 0.0214 0.039 0.0101 0.0 0.0 0.0 0.0 -0.0079 0.0076 -0.019 0.0091 0.0 0.0 0.0 0.0 -0.0115 0.0163 -0.0316 0.015 
C355 72 4.1141 0.0978 1.0002 0.006 0.8599 0.0365 0.0503 0.0333 0.0004 0.05 0.0 0.0 -0.182 0.0598 0.0 0.0 0.0 0.0 0.0192 0.0274 -0.0004 0.0376 0.0 0.0 0.0055 0.0136 -0.0162 0.0227 0.0 0.0 0.0 0.0 -0.337 0.0785 0.0251 0.0331 0.0474 0.0164 0.0 0.0 0.0 0.0 -0.0209 0.0159 -0.0192 0.0134 0.0 0.0 0.0 0.0 -0.0513 0.0242 -0.03 0.0234 
C356 7 4.107 0.0847 0.9964 0.0038 0.8711 0.0144 -0.0075 0.0474 -0.069 0.0465 0.0 0.0 -0.2319 0.0361 0.0 0.0 0.0 0.0 0.0232 0.0331 -0.0881 0.0321 0.0 0.0 0.0064 0.0259 -0.0291 0.0265 0.0 0.0 0.0 0.0 -0.3309 0.0222 0.0416 0.0404 0.0381 0.0089 0.0 0.0 0.0 0.0 0.0008 0.0184 -0.0198 0.0106 0.0 0.0 0.0 0.0 -0.0297 0.0203 -0.0363 0.0247 
C357 44 4.0308 0.0944 1.004 0.0059 0.9009 0.0441 0.0139 0.0289 -0.0726 0.0214 0.0 0.0 -0.1213 0.0457 0.0 0.0 0.0 0.0 0.0351 0.0228 -0.0858 0.0245 0.0 0.0 0.0034 0.0147 -0.0379 0.0104 0.0 0.0 0.0 0.0 -0.2803 0.0369 0.0319 0.018 0.0319 0.0134 0.0 0.0 0.0 0.0 -0.0175 0.0097 -0.0253 0.0084 0.0 0.0 0.0 0.0 -0.0427 0.0146 -0.0247 0.0126 
C358 14 4.0322 0.0348 1.0004 0.0035 0.8839 0.0082 0.0559 0.0122 0.0079 0.0157 0.0 0.0 -0.2287 0.0121 0.0 0.0 0.0 0.0 -0.012 0.0101 0.0089 0.0145 0.0 0.0 0.0092 0.0047 0.0 0.0064 0.0 0.0 0.0 0.0 -0.3602 0.0133 -0.0112 0.0405 0.0505 0.0034 0.0 0.0 0.0 0.0 -0.0081 0.0041 -0.0001 0.006 0.0 0.0 0.0 0.0 0.0053 0.0116 -0.0022 0.0052 
C360 13 4.0566 0.065 1.0034 0.0035 0.8775 0.0077 0.0278 0.0181 0.079 0.0127 0.0 0.0 -0.2097 0.0258 0.0 0.0 0.0 0.0 0.0005 0.0156 0.0915 0.0144 0.0 0.0 0.0012 0.0115 0.0184 0.0036 0.0 0.0 0.0 0.0 -0.3567 0.02 -0.0776 0.0193 0.0578 0.0051 0.0 0.0 0.0 0.0 -0.0062 0.0083 0.0004 0.0065 0.0 0.0 0.0 0.0 -0.0144 0.0082 0.0149 0.0111 
C361 49 4.0182 0.0482 1.0069 0.0032 0.8826 0.0239 0.0523 0.0213 0.0766 0.0164 0.0 0.0 -0.1703 0.0387 0.0 0.0 0.0 0.0 0.0284 0.0198 0.0836 0.0176 0.0 0.0 -0.0103 0.0088 0.0165 0.0058 0.0 0.0 0.0 0.0 -0.3345 0.0515 -0.0193 0.0145 0.06 0.0159 0.0 0.0 0.0 0.0 -0.0201 0.0087 0.0016 0.0077 0.0 0.0 0.0 0.0 -0.0469 0.014 0.0041 0.0131 
